edible-poisonous,cap-shape,cap-surface,cap-color,bruises,odor,colony
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,red,no,fishy,1
poisonous,convex,scaly,red,no,fishy,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
edible,flat,smooth,red,bruises,none,141
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,smooth,grey,bruises,foul,6
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,smooth,grey,bruises,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,smooth,white,no,creosote,2
poisonous,flat,scaly,grey,no,foul,1
edible,flat,scaly,red,bruises,none,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
edible,knobbed,smooth,buff,bruises,none,171
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
edible,convex,fibrous,brown,no,none,1
edible,convex,scaly,red,bruises,none,107
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,smooth,grey,bruises,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,scaly,brown,no,spicy,1
edible,knobbed,smooth,buff,bruises,none,119
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,grey,no,foul,2
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,scaly,yellow,no,foul,1
edible,knobbed,smooth,pink,bruises,none,132
poisonous,flat,scaly,brown,no,none,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,smooth,buff,bruises,foul,1
edible,flat,smooth,buff,bruises,none,117
poisonous,flat,smooth,white,bruises,foul,6
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,smooth,buff,bruises,foul,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,smooth,grey,bruises,foul,9
edible,flat,smooth,buff,bruises,none,165
edible,convex,smooth,pink,bruises,none,165
edible,knobbed,smooth,brown,bruises,none,145
poisonous,flat,scaly,pink,bruises,none,1
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
edible,flat,scaly,purple,no,none,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,brown,no,fishy,2
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
edible,flat,smooth,buff,bruises,none,196
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
edible,convex,smooth,brown,bruises,none,147
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,brown,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,convex,scaly,brown,no,none,1
poisonous,bell,smooth,buff,bruises,none,2
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
edible,flat,scaly,purple,no,none,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
edible,convex,scaly,red,bruises,none,187
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,2
edible,knobbed,smooth,buff,bruises,none,179
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,smooth,white,bruises,foul,1
poisonous,convex,smooth,grey,no,creosote,1
poisonous,flat,scaly,yellow,no,foul,1
edible,flat,scaly,purple,no,none,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,smooth,grey,bruises,foul,7
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,brown,no,spicy,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,smooth,buff,bruises,foul,1
poisonous,flat,fibrous,grey,no,foul,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,red,no,fishy,1
edible,knobbed,scaly,buff,bruises,none,197
edible,flat,scaly,buff,bruises,none,170
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,smooth,buff,bruises,foul,7
poisonous,flat,scaly,yellow,no,foul,2
poisonous,convex,smooth,white,bruises,foul,7
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,smooth,white,bruises,foul,9
poisonous,flat,smooth,buff,bruises,foul,9
poisonous,convex,smooth,white,bruises,foul,9
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,2
edible,convex,scaly,white,no,none,1
edible,convex,smooth,red,bruises,none,112
poisonous,convex,scaly,grey,no,foul,2
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,scaly,brown,no,fishy,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
edible,flat,fibrous,red,bruises,none,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,2
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,knobbed,fibrous,yellow,no,none,2
poisonous,flat,fibrous,yellow,no,foul,1
edible,knobbed,fibrous,cinnamon,no,none,2
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,flat,scaly,yellow,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,bell,scaly,pink,bruises,none,1
edible,knobbed,scaly,pink,bruises,none,171
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,2
edible,knobbed,scaly,buff,bruises,none,145
poisonous,convex,smooth,white,bruises,foul,8
poisonous,convex,scaly,brown,no,spicy,2
poisonous,convex,scaly,brown,no,fishy,2
poisonous,convex,scaly,red,no,fishy,2
poisonous,flat,grooves,white,bruises,none,149
poisonous,convex,smooth,grey,bruises,foul,2
edible,flat,scaly,cinnamon,no,none,2
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
edible,flat,scaly,pink,bruises,none,182
poisonous,convex,smooth,buff,bruises,foul,2
poisonous,convex,smooth,grey,bruises,foul,9
poisonous,convex,scaly,red,no,fishy,2
edible,knobbed,scaly,cinnamon,no,none,1
poisonous,convex,smooth,white,bruises,foul,6
poisonous,convex,smooth,white,bruises,foul,2
poisonous,flat,smooth,buff,bruises,foul,1
poisonous,flat,smooth,buff,bruises,foul,1
poisonous,convex,scaly,grey,no,foul,2
poisonous,flat,smooth,white,bruises,foul,2
poisonous,conical,grooves,white,bruises,none,166
poisonous,convex,smooth,grey,bruises,foul,6
poisonous,bell,grooves,white,bruises,none,101
poisonous,convex,smooth,buff,bruises,foul,2
poisonous,flat,smooth,white,bruises,foul,8
poisonous,bell,fibrous,yellow,no,none,2
poisonous,convex,scaly,brown,no,spicy,2
poisonous,convex,scaly,brown,no,fishy,2
edible,knobbed,smooth,brown,bruises,none,120
edible,knobbed,scaly,buff,bruises,none,182
poisonous,flat,smooth,white,bruises,foul,1
poisonous,flat,smooth,buff,bruises,none,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,smooth,buff,bruises,none,1
poisonous,convex,scaly,brown,no,foul,2
poisonous,convex,scaly,red,no,fishy,1
poisonous,flat,fibrous,grey,no,foul,1
edible,convex,smooth,red,bruises,none,152
poisonous,convex,scaly,brown,no,foul,2
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,scaly,brown,no,fishy,1
edible,flat,fibrous,brown,no,none,2
edible,convex,smooth,buff,bruises,none,144
edible,flat,scaly,brown,bruises,none,103
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,scaly,buff,bruises,none,1
poisonous,convex,scaly,brown,no,none,2
poisonous,convex,scaly,brown,no,fishy,1
poisonous,convex,smooth,buff,bruises,foul,8
poisonous,convex,smooth,buff,bruises,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,smooth,grey,bruises,foul,1
poisonous,convex,scaly,brown,no,foul,1
poisonous,convex,smooth,buff,bruises,foul,1
poisonous,flat,fibrous,brown,no,none,2
edible,convex,scaly,red,bruises,none,187
poisonous,flat,smooth,buff,bruises,foul,7
poisonous,flat,smooth,white,bruises,foul,8
edible,knobbed,scaly,red,bruises,none,146
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,convex,fibrous,brown,no,none,1
edible,convex,scaly,brown,bruises,none,118
poisonous,convex,scaly,grey,no,foul,1
poisonous,flat,smooth,buff,bruises,foul,1
poisonous,flat,smooth,buff,bruises,foul,8
poisonous,flat,scaly,yellow,no,foul,2
poisonous,flat,scaly,yellow,no,foul,1
edible,convex,smooth,pink,bruises,none,167
edible,flat,smooth,pink,bruises,none,199
poisonous,bell,scaly,white,bruises,none,2
edible,convex,scaly,cinnamon,no,none,2
edible,flat,smooth,brown,bruises,none,162
poisonous,convex,smooth,buff,bruises,foul,1
poisonous,convex,smooth,grey,bruises,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,smooth,buff,bruises,foul,1
poisonous,convex,smooth,white,bruises,foul,7
edible,flat,scaly,cinnamon,no,none,2
poisonous,convex,scaly,red,no,fishy,2
poisonous,flat,fibrous,yellow,no,foul,1
edible,convex,scaly,white,no,none,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,scaly,pink,bruises,none,1
poisonous,flat,smooth,grey,bruises,foul,2
poisonous,convex,scaly,brown,no,spicy,2
edible,knobbed,smooth,pink,bruises,none,136
poisonous,convex,scaly,brown,no,foul,1
poisonous,convex,scaly,grey,no,foul,2
poisonous,flat,smooth,buff,bruises,foul,6
edible,knobbed,scaly,pink,bruises,none,183
poisonous,convex,fibrous,yellow,no,foul,1
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,convex,smooth,buff,bruises,foul,9
poisonous,convex,scaly,brown,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,flat,fibrous,yellow,no,foul,2
poisonous,flat,fibrous,brown,no,none,2
edible,knobbed,smooth,buff,bruises,none,112
poisonous,flat,scaly,yellow,no,foul,2
poisonous,convex,scaly,red,no,fishy,2
poisonous,convex,smooth,grey,bruises,foul,9
edible,flat,smooth,brown,bruises,none,133
poisonous,convex,scaly,grey,no,foul,1
poisonous,convex,scaly,brown,no,fishy,1
poisonous,convex,smooth,grey,bruises,foul,1
poisonous,convex,smooth,grey,bruises,foul,1
poisonous,flat,scaly,pink,bruises,none,1
edible,knobbed,scaly,buff,bruises,none,140
poisonous,convex,smooth,white,bruises,foul,1
poisonous,convex,scaly,brown,no,fishy,1
edible,knobbed,scaly,brown,bruises,none,150
poisonous,flat,scaly,yellow,no,foul,1
edible,convex,scaly,pink,bruises,none,120
poisonous,flat,smooth,grey,bruises,foul,7
edible,convex,smooth,pink,bruises,none,184
poisonous,bell,scaly,brown,no,none,1
poisonous,flat,smooth,buff,bruises,foul,1
poisonous,convex,scaly,brown,no,foul,2
poisonous,convex,scaly,brown,no,foul,1
poisonous,convex,smooth,buff,bruises,foul,9
poisonous,convex,scaly,brown,no,foul,1
edible,knobbed,scaly,pink,bruises,none,190
edible,knobbed,fibrous,cinnamon,no,none,1
poisonous,convex,scaly,yellow,no,foul,1
edible,convex,smooth,brown,bruises,none,197
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,smooth,grey,bruises,foul,1
poisonous,knobbed,scaly,white,bruises,none,165
edible,knobbed,fibrous,brown,no,none,1
poisonous,knobbed,fibrous,yellow,no,none,1
poisonous,flat,smooth,white,bruises,foul,8
poisonous,flat,scaly,yellow,no,none,1
poisonous,flat,scaly,yellow,no,foul,1
edible,knobbed,smooth,buff,bruises,none,192
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,brown,no,fishy,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,convex,scaly,yellow,no,foul,1
poisonous,bell,scaly,white,bruises,none,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,smooth,white,bruises,foul,2
poisonous,convex,smooth,buff,bruises,foul,1
edible,knobbed,scaly,buff,bruises,none,162
poisonous,flat,scaly,yellow,no,foul,2
poisonous,convex,smooth,buff,bruises,foul,9
poisonous,bell,scaly,buff,bruises,none,2
poisonous,convex,smooth,white,bruises,foul,2
edible,knobbed,smooth,brown,bruises,none,188
poisonous,flat,smooth,grey,bruises,foul,9
poisonous,convex,fibrous,yellow,no,none,1
poisonous,flat,smooth,grey,bruises,foul,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,knobbed,scaly,brown,no,none,1
poisonous,flat,smooth,buff,bruises,foul,7
edible,flat,smooth,red,bruises,none,147
poisonous,convex,scaly,brown,no,foul,2
poisonous,convex,scaly,brown,no,fishy,1
poisonous,convex,scaly,brown,no,fishy,1
poisonous,convex,smooth,white,bruises,foul,2
edible,knobbed,smooth,brown,bruises,none,171
poisonous,flat,scaly,grey,no,foul,1
edible,convex,smooth,buff,bruises,none,108
poisonous,flat,smooth,white,bruises,foul,6
edible,knobbed,fibrous,brown,no,none,1
poisonous,convex,scaly,brown,no,spicy,1
poisonous,flat,smooth,white,bruises,foul,2
poisonous,convex,smooth,grey,bruises,foul,1
poisonous,knobbed,scaly,yellow,no,none,1
poisonous,flat,smooth,white,bruises,none,1
poisonous,flat,fibrous,yellow,no,foul,1
edible,knobbed,scaly,pink,bruises,none,123
poisonous,flat,scaly,white,bruises,none,192
poisonous,flat,smooth,buff,bruises,foul,1
edible,flat,scaly,white,no,none,1
edible,convex,scaly,green,no,none,2
edible,convex,smooth,buff,bruises,none,115
poisonous,flat,smooth,grey,bruises,foul,1
poisonous,convex,scaly,red,no,fishy,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,smooth,grey,bruises,foul,7
poisonous,flat,smooth,buff,bruises,foul,6
edible,flat,smooth,red,bruises,none,149
poisonous,convex,scaly,red,no,fishy,1
poisonous,flat,fibrous,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
edible,convex,smooth,brown,bruises,none,141
poisonous,flat,smooth,grey,bruises,foul,7
poisonous,convex,scaly,brown,no,spicy,1
poisonous,flat,smooth,white,bruises,foul,7
edible,convex,fibrous,cinnamon,no,none,1
poisonous,flat,smooth,grey,bruises,foul,2
edible,convex,scaly,green,no,none,1
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,convex,scaly,brown,no,foul,1
poisonous,convex,scaly,brown,no,spicy,2
edible,flat,scaly,red,bruises,none,193
poisonous,convex,smooth,grey,bruises,foul,1
edible,knobbed,scaly,brown,bruises,none,100
edible,flat,scaly,red,bruises,none,163
poisonous,convex,scaly,brown,no,foul,2
poisonous,bell,scaly,brown,no,none,1
poisonous,convex,scaly,brown,no,spicy,1
edible,flat,scaly,buff,bruises,none,151
poisonous,convex,smooth,white,bruises,foul,1
poisonous,flat,scaly,yellow,no,foul,1
edible,flat,scaly,brown,bruises,none,144
poisonous,bell,scaly,white,bruises,none,1
edible,convex,scaly,brown,no,none,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,smooth,buff,bruises,foul,9
poisonous,convex,scaly,brown,no,spicy,2
poisonous,convex,smooth,grey,bruises,foul,8
poisonous,flat,smooth,grey,bruises,foul,9
poisonous,convex,scaly,brown,no,foul,1
edible,flat,scaly,white,no,none,1
poisonous,convex,scaly,brown,no,spicy,2
poisonous,flat,fibrous,grey,no,foul,2
poisonous,convex,scaly,red,no,fishy,2
poisonous,convex,smooth,white,bruises,foul,2
poisonous,flat,scaly,grey,no,foul,2
poisonous,convex,smooth,white,bruises,foul,7
poisonous,knobbed,scaly,yellow,no,none,2
poisonous,flat,smooth,white,bruises,foul,1
poisonous,flat,smooth,grey,bruises,foul,2
edible,convex,scaly,cinnamon,no,none,1
poisonous,convex,smooth,white,bruises,foul,1
poisonous,convex,scaly,brown,no,spicy,2
poisonous,flat,scaly,pink,bruises,none,2
poisonous,flat,scaly,yellow,no,foul,1
edible,convex,smooth,pink,bruises,none,142
poisonous,flat,scaly,buff,bruises,none,1
poisonous,convex,fibrous,yellow,no,none,1
poisonous,flat,scaly,yellow,no,foul,1
edible,flat,fibrous,brown,no,none,1
edible,convex,fibrous,brown,no,none,1
poisonous,convex,scaly,brown,no,fishy,2
poisonous,flat,smooth,grey,bruises,foul,1
poisonous,convex,smooth,buff,bruises,foul,7
poisonous,flat,smooth,grey,bruises,foul,2
poisonous,convex,smooth,buff,bruises,foul,7
edible,convex,scaly,green,no,none,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,smooth,grey,bruises,foul,8
poisonous,convex,scaly,brown,no,foul,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,smooth,white,bruises,foul,1
poisonous,convex,smooth,white,bruises,foul,8
poisonous,flat,scaly,grey,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,scaly,brown,no,foul,1
poisonous,convex,scaly,yellow,no,none,1
edible,flat,smooth,brown,bruises,none,162
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,smooth,grey,bruises,foul,9
poisonous,convex,scaly,brown,no,fishy,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,smooth,white,bruises,foul,9
poisonous,flat,smooth,pink,bruises,none,2
poisonous,flat,scaly,yellow,no,foul,1
edible,knobbed,smooth,pink,bruises,none,151
poisonous,convex,smooth,buff,bruises,foul,7
poisonous,convex,smooth,white,bruises,foul,7
poisonous,convex,smooth,white,bruises,foul,9
poisonous,convex,scaly,brown,no,foul,2
poisonous,bell,scaly,pink,bruises,none,1
poisonous,convex,smooth,buff,bruises,foul,9
edible,convex,scaly,pink,bruises,none,109
poisonous,convex,scaly,brown,no,spicy,1
poisonous,convex,scaly,yellow,no,foul,2
poisonous,convex,smooth,white,bruises,foul,1
edible,flat,scaly,buff,bruises,none,126
poisonous,flat,smooth,buff,bruises,foul,1
edible,convex,fibrous,cinnamon,no,none,1
edible,flat,smooth,pink,bruises,none,181
edible,flat,smooth,pink,bruises,none,172
poisonous,flat,smooth,grey,bruises,foul,1
edible,knobbed,smooth,red,bruises,none,183
edible,knobbed,scaly,red,bruises,none,160
poisonous,flat,smooth,white,bruises,foul,2
edible,knobbed,smooth,buff,bruises,none,130
poisonous,convex,smooth,buff,bruises,foul,2
poisonous,bell,scaly,yellow,no,none,1
poisonous,convex,smooth,white,bruises,foul,7
poisonous,convex,fibrous,yellow,no,foul,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,bell,fibrous,brown,no,none,1
poisonous,flat,scaly,yellow,no,foul,1
poisonous,flat,scaly,yellow,no,foul,2
edible,flat,scaly,cinnamon,no,none,2
poisonous,convex,scaly,red,no,fishy,2
poisonous,flat,smooth,white,bruises,foul,7
poisonous,convex,scaly,brown,no,foul,1
poisonous,bell,scaly,pink,bruises,none,2
poisonous,flat,scaly,yellow,no,foul,1
poisonous,convex,smooth,buff,bruises,foul,7
poisonous,flat,scaly,yellow,no,foul,2
poisonous,flat,smooth,buff,bruises,foul,7
poisonous,flat,smooth,buff,bruises,foul,7
poisonous,convex,scaly,brown,no,fishy,2
poisonous,flat,scaly,yellow,no,foul,1
edible,convex,smooth,brown,bruises,none,185
poisonous,flat,scaly,yellow,no,foul,1
edible,flat,smooth,buff,bruises,none,147
edible,flat,smooth,red,bruises,none,143
edible,convex,smooth,brown,bruises,none,146
poisonous,flat,smooth,white,bruises,foul,2
poisonous,flat,scaly,yellow,no,foul,2
edible,flat,smooth,pink,bruises,none,123
edible,convex,smooth,red,bruises,none,120
poisonous,flat,scaly,yellow,no,foul,2
poisonous,bell,scaly,buff,bruises,none,1
poisonous,flat,smooth,buff,bruises,foul,8
poisonous,flat,smooth,grey,bruises,foul,7
poisonous,convex,smooth,buff,bruises,foul,7
poisonous,convex,fibrous,yellow,no,foul,1
